Console Address,OS,HW Type
r3qpap1005-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpap1006-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpap1007-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpap1008-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpap1009-ilo.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,PROLIANT DL380P GEN8
r3qpap1010-ilo.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,PROLIANT DL380P GEN8
r3qpap1011-ilo.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,PROLIANT DL380P GEN8
r3qpap1012-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpap1013-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpap1014-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpap1015-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpap1016-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpap1017-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpap1018-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpap1019-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpap1020-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
r3qpap1021-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
r3qpap1022-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
r3qpap1023-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
r3qpdb1000-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpdb1001-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpdb1002-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpdb1003-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpdb1004-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380P GEN8
r3qpdb1005-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
r3qpdb1006-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
r3qpdb1007-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
r3qpdb1008-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
r3qpdb1009-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
r3qpdb1010-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
r3qpdb1011-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
r3qpdb1012-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
r3qpdb1013-ctl.1dc.com,Red Hat Enterprise Linux Server 7 X86_64,POWEREDGE R730
rappir001-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380 GEN9
rbppir001-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL380 GEN9
rfppir1000-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL585 G7
rfppir1001-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL585 G7
rsppir1000-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL585 G7
rxppir1000-ilo.1dc.com,Red Hat Enterprise Linux Server 6 X86_64,PROLIANT DL585 G7
